,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
57,1695813816428,-1.6191406,-0.265625,-0.27246094,2.96875,144.5625,97.28125,-90.0,12.0625,-57.5,Thingy,Descending stairs,-1,s1862623,,57
58,1695813816478,-1.7724609,0.08300781,-0.05078125,8.15625,105.40625,101.59375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,58
59,1695813816529,-0.9423828,-0.11230469,-0.2607422,-20.34375,43.9375,81.21875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,59
60,1695813816554,-0.83691406,0.23144531,-0.203125,21.71875,-22.96875,40.5,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,60
61,1695813816605,-0.58984375,0.07910156,-0.2548828,20.1875,-48.21875,-30.28125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,61
62,1695813816629,-0.3359375,0.04296875,-0.25097656,44.90625,-48.90625,-47.875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,62
63,1695813816679,-0.20996094,-0.036132812,-0.20800781,-14.46875,-89.84375,-72.71875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,63
64,1695813816755,-0.42382812,-0.13476562,-0.020507812,-47.25,-75.8125,-96.28125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,64
65,1695813816756,-1.1767578,0.06640625,-0.18164062,76.8125,-14.96875,-115.375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,65
66,1695813816803,-1.0664062,0.21582031,-0.22265625,31.34375,-62.8125,-65.4375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,66
67,1695813816829,-0.7402344,-0.0146484375,-0.2861328,2.90625,-86.5625,-36.8125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,67
68,1695813816879,-1.1367188,0.20117188,-0.09667969,-17.90625,-27.59375,-23.40625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,68
69,1695813816930,-1.7402344,-0.50097656,-0.5703125,35.15625,-78.09375,36.0625,-93.3125,9.1875,-51.9375,Thingy,Descending stairs,-1,s1862623,,69
70,1695813816954,-1.6474609,0.12988281,0.31152344,-2.53125,0.21875,54.6875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,70
71,1695813817003,-1.3759766,0.2265625,0.07714844,-31.8125,50.53125,68.34375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,71
72,1695813817028,-1.0263672,-0.23828125,0.29492188,23.90625,0.53125,3.03125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,72
73,1695813817079,-1.1455078,-0.07714844,0.0,5.96875,-57.875,-65.75,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,73
74,1695813817132,-1.1142578,0.24414062,0.0048828125,17.0,-33.9375,-23.28125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,74
75,1695813817153,-0.6191406,-0.16503906,-0.10058594,26.0,-17.40625,-19.59375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,75
76,1695813817203,-0.6513672,0.080078125,-0.16210938,41.71875,2.78125,-40.96875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,76
77,1695813817231,-1.09375,0.0126953125,0.01953125,-19.53125,-22.90625,-5.15625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,77
78,1695813817280,-0.40820312,0.19433594,-0.06640625,16.53125,13.0,26.46875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,78
79,1695813817330,-0.41796875,-0.16699219,0.16308594,-18.5625,4.1875,-21.3125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,79
