,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
106,1695813605185,0.7644043,0.5336304,-0.081848145,3.09375,-5.0,13.46875,Respeck,Ascending stairs,-1,s1862623,,106
107,1695813605223,0.7416992,0.01361084,-0.24957275,10.71875,-1.078125,6.6875,Respeck,Ascending stairs,-1,s1862623,,107
108,1695813605260,0.8684082,-0.22979736,-0.28082275,16.890625,0.140625,-2.125,Respeck,Ascending stairs,-1,s1862623,,108
109,1695813605298,0.8017578,0.15032959,-0.20074463,3.875,3.71875,-10.171875,Respeck,Ascending stairs,-1,s1862623,,109
110,1695813605335,0.90063477,0.2345581,-0.09234619,5.5625,-2.90625,-3.15625,Respeck,Ascending stairs,-1,s1862623,,110
111,1695813605373,0.8059082,0.08880615,-0.10723877,6.828125,-3.875,-0.765625,Respeck,Ascending stairs,-1,s1862623,,111
112,1695813605423,0.69873047,-0.010803223,-0.11480713,5.828125,-1.234375,0.859375,Respeck,Ascending stairs,-1,s1862623,,112
113,1695813605462,0.8100586,0.073913574,-0.10406494,4.765625,-3.1875,2.40625,Respeck,Ascending stairs,-1,s1862623,,113
114,1695813605502,0.9008789,0.090026855,-0.09991455,2.140625,3.53125,2.015625,Respeck,Ascending stairs,-1,s1862623,,114
115,1695813605537,1.0234375,0.116882324,-0.009094238,-1.234375,8.78125,0.71875,Respeck,Ascending stairs,-1,s1862623,,115
116,1695813605574,1.25,0.1749878,-0.026672363,2.875,-2.828125,1.015625,Respeck,Ascending stairs,-1,s1862623,,116
117,1695813605612,1.3959961,0.12298584,-0.19195557,3.0,-1.171875,-6.53125,Respeck,Ascending stairs,-1,s1862623,,117
118,1695813605660,1.3012695,0.14276123,-0.4031372,0.28125,-1.203125,-17.09375,Respeck,Ascending stairs,-1,s1862623,,118
119,1695813605699,1.1367188,0.117614746,-0.48468018,-31.171875,12.3125,0.828125,Respeck,Ascending stairs,-1,s1862623,,119
120,1695813605737,0.7854004,0.01751709,-0.3484497,-25.875,-15.921875,-4.0,Respeck,Ascending stairs,-1,s1862623,,120
